,CIR805,FP_AMP2,CIR769,CIR783,CIR802,MAX_NOISE,CIR772,CIR821,CIR818,CIR814,CIR816,CIR817,CIR804,FP_IDX,CIR785,CIR806,CIR811,CIR815,CIR770,CIR809,CIR784,FP_AMP1,CIR822,FP_AMP3,CIR768,CIR798,CIR787,CIR796,CIR771,CIR786,CIR767,CIR801,CIR819,CIR782,CIR_PWR,CIR820,CIR808,CIR766,RANGE,NLOS
22881,514.0,2354.0,488.0,1045.0,468.0,959.0,1080.0,317.0,523.0,322.0,166.0,245.0,423.0,743.0,1185.0,95.0,475.0,374.0,942.0,386.0,1273.0,8414.0,77.0,5150.0,496.0,318.0,1235.0,473.0,2214.0,1249.0,1752.0,439.0,618.0,617.0,12698.0,234.0,331.0,1476.0,1.14,1.0
22882,1414.0,9517.0,1140.0,2165.0,1164.0,1029.0,3147.0,544.0,1261.0,1012.0,1505.0,1567.0,1180.0,743.0,1892.0,466.0,1178.0,1158.0,1773.0,408.0,561.0,3083.0,294.0,6138.0,3065.0,664.0,2234.0,2556.0,1808.0,1674.0,4420.0,1170.0,702.0,3912.0,13723.0,230.0,1257.0,4533.0,5.98,0.0
22883,622.0,14289.0,1847.0,1400.0,445.0,2235.0,1144.0,318.0,242.0,889.0,537.0,296.0,320.0,750.0,1939.0,543.0,667.0,335.0,1414.0,694.0,643.0,6459.0,481.0,14409.0,1502.0,1022.0,1036.0,1018.0,1586.0,1195.0,1929.0,706.0,387.0,2606.0,6774.0,861.0,522.0,2029.0,6.11,1.0
22884,35.0,6438.0,4813.0,298.0,214.0,1074.0,3609.0,167.0,188.0,414.0,424.0,251.0,329.0,748.0,670.0,169.0,293.0,386.0,5367.0,378.0,780.0,8540.0,373.0,5415.0,2035.0,701.0,198.0,140.0,3293.0,495.0,938.0,102.0,164.0,1017.0,4487.0,335.0,23.0,1646.0,3.12,1.0
22885,252.0,15507.0,4330.0,891.0,600.0,1425.0,691.0,744.0,461.0,215.0,190.0,372.0,515.0,744.0,987.0,429.0,1094.0,296.0,6278.0,308.0,2008.0,8480.0,264.0,9026.0,2689.0,217.0,1881.0,1070.0,6454.0,1272.0,1377.0,256.0,323.0,2195.0,15659.0,655.0,824.0,8102.0,1.15,0.0
22886,618.0,16011.0,1481.0,472.0,541.0,777.0,2397.0,185.0,220.0,184.0,143.0,259.0,232.0,746.0,772.0,370.0,198.0,239.0,1619.0,403.0,414.0,11989.0,188.0,18582.0,167.0,402.0,474.0,322.0,1669.0,407.0,895.0,437.0,56.0,571.0,8804.0,236.0,131.0,884.0,4.01,0.0
22887,558.0,14065.0,2398.0,3359.0,455.0,2120.0,2106.0,567.0,1287.0,852.0,977.0,1125.0,1324.0,749.0,2033.0,845.0,726.0,1107.0,1453.0,1593.0,2774.0,7665.0,1820.0,18362.0,3990.0,139.0,1908.0,789.0,832.0,1565.0,4274.0,280.0,269.0,2895.0,14657.0,810.0,1688.0,3428.0,2.57,0.0
22888,233.0,2066.0,114.0,858.0,367.0,1087.0,468.0,301.0,143.0,42.0,130.0,295.0,254.0,739.0,773.0,139.0,279.0,88.0,1176.0,86.0,657.0,1039.0,254.0,1909.0,968.0,145.0,427.0,739.0,1330.0,945.0,1077.0,234.0,160.0,295.0,565.0,214.0,222.0,721.0,6.36,1.0
22889,1131.0,18482.0,482.0,5108.0,796.0,1183.0,4390.0,333.0,170.0,979.0,75.0,134.0,681.0,748.0,6570.0,1001.0,892.0,781.0,6671.0,1117.0,5925.0,17531.0,506.0,11412.0,3698.0,1455.0,4489.0,1489.0,3785.0,861.0,4517.0,1411.0,423.0,6162.0,21845.0,38.0,990.0,16562.0,3.34,0.0
22890,686.0,18098.0,8352.0,1375.0,1237.0,900.0,4379.0,166.0,198.0,810.0,356.0,263.0,702.0,748.0,1909.0,521.0,1302.0,615.0,5668.0,218.0,2037.0,10306.0,343.0,14176.0,9546.0,2165.0,1488.0,2130.0,7007.0,1217.0,3566.0,1282.0,467.0,3273.0,17061.0,367.0,509.0,3244.0,3.01,0.0
22891,1288.0,16598.0,1268.0,801.0,1266.0,830.0,1315.0,1023.0,676.0,561.0,920.0,842.0,910.0,749.0,1261.0,843.0,700.0,1015.0,2937.0,794.0,1061.0,13736.0,939.0,13806.0,1451.0,759.0,876.0,818.0,1495.0,1041.0,1851.0,1568.0,360.0,981.0,12954.0,690.0,606.0,3089.0,3.08,1.0
22892,203.0,15783.0,1866.0,956.0,256.0,1019.0,2023.0,257.0,288.0,246.0,228.0,72.0,189.0,746.0,408.0,237.0,287.0,192.0,94.0,232.0,314.0,9900.0,311.0,10148.0,1836.0,104.0,218.0,242.0,2228.0,482.0,1340.0,140.0,185.0,507.0,5329.0,109.0,273.0,1149.0,5.19,1.0
22893,419.0,3477.0,528.0,483.0,16.0,1091.0,771.0,491.0,177.0,398.0,491.0,236.0,476.0,743.0,1330.0,313.0,477.0,483.0,601.0,467.0,986.0,4829.0,188.0,2574.0,1185.0,472.0,104.0,497.0,886.0,876.0,947.0,692.0,199.0,365.0,5008.0,670.0,345.0,1193.0,4.42,1.0
22894,159.0,20248.0,1080.0,256.0,199.0,1131.0,303.0,225.0,209.0,139.0,172.0,265.0,385.0,744.0,147.0,269.0,245.0,225.0,776.0,284.0,495.0,1822.0,108.0,16712.0,886.0,111.0,295.0,241.0,500.0,142.0,1187.0,278.0,127.0,182.0,12844.0,112.0,324.0,459.0,0.91,0.0
22895,189.0,5403.0,1166.0,168.0,697.0,1256.0,2156.0,253.0,331.0,465.0,121.0,244.0,407.0,743.0,739.0,363.0,677.0,112.0,2800.0,588.0,537.0,3422.0,407.0,7542.0,994.0,302.0,831.0,719.0,3023.0,490.0,1636.0,729.0,322.0,1322.0,4944.0,188.0,649.0,1750.0,3.46,1.0
22896,1764.0,2191.0,4260.0,528.0,1321.0,1081.0,3272.0,698.0,1255.0,855.0,451.0,876.0,2278.0,740.0,278.0,636.0,683.0,771.0,2387.0,1076.0,1531.0,564.0,1125.0,1999.0,6614.0,981.0,1256.0,1061.0,2880.0,882.0,3142.0,260.0,452.0,2225.0,7132.0,383.0,2184.0,2029.0,8.26,1.0
22897,195.0,18000.0,775.0,555.0,209.0,2420.0,368.0,542.0,508.0,504.0,683.0,253.0,134.0,743.0,124.0,398.0,558.0,565.0,939.0,248.0,728.0,17844.0,398.0,11523.0,521.0,580.0,728.0,149.0,524.0,519.0,551.0,200.0,579.0,297.0,13511.0,523.0,709.0,638.0,1.06,0.0
22898,676.0,10074.0,2636.0,1498.0,847.0,643.0,1223.0,186.0,352.0,569.0,677.0,616.0,425.0,750.0,924.0,1045.0,597.0,808.0,2051.0,618.0,551.0,5598.0,409.0,9013.0,2759.0,1011.0,449.0,534.0,1250.0,1044.0,3127.0,1197.0,371.0,1333.0,11318.0,454.0,361.0,3090.0,1.46,0.0
22899,67.0,9976.0,2365.0,667.0,370.0,718.0,2886.0,634.0,260.0,481.0,349.0,113.0,218.0,743.0,2925.0,389.0,264.0,125.0,644.0,576.0,1116.0,9891.0,469.0,8405.0,1692.0,485.0,1826.0,413.0,1426.0,1976.0,4280.0,371.0,145.0,2787.0,16846.0,335.0,372.0,7934.0,0.86,0.0
22900,886.0,6279.0,2267.0,397.0,745.0,699.0,987.0,280.0,161.0,329.0,254.0,314.0,598.0,748.0,1518.0,410.0,1096.0,559.0,2702.0,280.0,476.0,12869.0,298.0,11824.0,449.0,718.0,856.0,576.0,1901.0,497.0,2309.0,468.0,130.0,376.0,9005.0,238.0,487.0,2973.0,1.84,0.0
22901,675.0,18216.0,3608.0,2143.0,594.0,2453.0,308.0,582.0,473.0,645.0,520.0,1049.0,1224.0,748.0,1120.0,453.0,528.0,592.0,2299.0,674.0,2860.0,18911.0,457.0,11370.0,4750.0,219.0,1432.0,249.0,889.0,661.0,2961.0,758.0,368.0,489.0,11968.0,763.0,377.0,1741.0,1.59,0.0
22902,2341.0,20082.0,5659.0,2891.0,2789.0,2654.0,3329.0,663.0,1151.0,1029.0,160.0,551.0,708.0,747.0,631.0,3028.0,1258.0,438.0,7042.0,1840.0,2106.0,8871.0,422.0,18369.0,4137.0,1369.0,1040.0,415.0,4320.0,533.0,6192.0,1597.0,990.0,1298.0,17961.0,1178.0,1847.0,5555.0,1.58,0.0
22903,340.0,13219.0,2771.0,1031.0,375.0,1014.0,521.0,487.0,399.0,274.0,582.0,308.0,518.0,750.0,229.0,694.0,581.0,241.0,2254.0,457.0,1218.0,12420.0,477.0,8066.0,4172.0,902.0,656.0,1766.0,2169.0,1338.0,2695.0,98.0,579.0,1197.0,13025.0,346.0,317.0,575.0,2.26,0.0
22904,819.0,18305.0,1025.0,608.0,310.0,1908.0,1193.0,445.0,546.0,440.0,725.0,838.0,786.0,743.0,651.0,239.0,738.0,271.0,233.0,491.0,129.0,11783.0,163.0,11335.0,107.0,567.0,439.0,481.0,265.0,368.0,1394.0,477.0,442.0,775.0,6447.0,404.0,593.0,804.0,6.27,1.0
22905,515.0,9678.0,781.0,601.0,574.0,1145.0,105.0,325.0,478.0,515.0,254.0,271.0,368.0,745.0,740.0,397.0,164.0,183.0,1663.0,497.0,969.0,8149.0,237.0,6018.0,1488.0,897.0,458.0,145.0,789.0,326.0,2201.0,360.0,481.0,650.0,3889.0,305.0,342.0,704.0,3.52,1.0
22906,473.0,1021.0,2553.0,1814.0,1060.0,924.0,4780.0,811.0,649.0,863.0,524.0,967.0,789.0,739.0,1503.0,1044.0,1540.0,1530.0,4214.0,981.0,2275.0,777.0,1153.0,1742.0,2238.0,1229.0,2270.0,1320.0,3826.0,1167.0,4520.0,531.0,550.0,1238.0,5320.0,777.0,1908.0,1558.0,9.31,1.0
22907,174.0,2908.0,446.0,205.0,166.0,1154.0,206.0,250.0,245.0,253.0,182.0,243.0,325.0,739.0,567.0,214.0,195.0,505.0,551.0,186.0,315.0,2073.0,280.0,1864.0,962.0,144.0,388.0,128.0,375.0,596.0,2589.0,134.0,96.0,457.0,3466.0,230.0,264.0,2666.0,3.4,1.0
22908,237.0,7235.0,1469.0,356.0,265.0,1209.0,1266.0,321.0,418.0,542.0,450.0,189.0,198.0,746.0,510.0,171.0,682.0,265.0,901.0,157.0,354.0,4131.0,232.0,6277.0,540.0,319.0,614.0,233.0,1105.0,560.0,1175.0,170.0,409.0,206.0,2198.0,142.0,492.0,1221.0,5.21,1.0
22909,549.0,11542.0,577.0,752.0,469.0,1018.0,2285.0,132.0,756.0,496.0,261.0,461.0,605.0,749.0,392.0,294.0,158.0,227.0,1301.0,421.0,312.0,7259.0,163.0,8024.0,880.0,338.0,240.0,175.0,1814.0,399.0,3292.0,23.0,433.0,403.0,4330.0,301.0,247.0,3649.0,2.71,1.0
22910,233.0,6298.0,1950.0,904.0,194.0,957.0,383.0,204.0,262.0,180.0,299.0,424.0,184.0,746.0,613.0,95.0,127.0,306.0,944.0,105.0,665.0,297.0,193.0,4861.0,2002.0,105.0,504.0,284.0,753.0,878.0,2217.0,224.0,493.0,344.0,5072.0,136.0,306.0,1931.0,4.04,1.0
22911,1074.0,9983.0,1877.0,1571.0,1414.0,878.0,2093.0,926.0,12.0,577.0,577.0,482.0,709.0,747.0,412.0,1483.0,1231.0,794.0,1685.0,460.0,1304.0,14772.0,759.0,6998.0,3421.0,527.0,1032.0,2257.0,982.0,362.0,3530.0,1368.0,179.0,2214.0,13238.0,752.0,849.0,2473.0,3.7,0.0
22912,495.0,14383.0,2403.0,656.0,448.0,803.0,227.0,252.0,248.0,193.0,444.0,391.0,651.0,751.0,637.0,489.0,377.0,270.0,1964.0,470.0,516.0,10826.0,412.0,17886.0,2492.0,700.0,1349.0,630.0,2217.0,1176.0,2119.0,746.0,294.0,1106.0,10915.0,184.0,424.0,3408.0,1.69,1.0
22913,742.0,3807.0,5729.0,635.0,960.0,1206.0,1554.0,409.0,452.0,467.0,269.0,435.0,700.0,746.0,222.0,563.0,606.0,632.0,4760.0,328.0,575.0,5188.0,516.0,2998.0,5351.0,353.0,1123.0,1070.0,1356.0,589.0,5189.0,1147.0,421.0,1173.0,6399.0,421.0,507.0,4065.0,2.98,1.0
22914,221.0,7246.0,1347.0,1464.0,416.0,1138.0,1331.0,321.0,296.0,161.0,257.0,55.0,139.0,748.0,2399.0,126.0,216.0,181.0,1301.0,479.0,1648.0,4353.0,723.0,4084.0,1065.0,263.0,1158.0,842.0,2079.0,1213.0,1410.0,760.0,199.0,2404.0,2419.0,140.0,359.0,2608.0,6.95,1.0
22915,823.0,4155.0,2598.0,1091.0,407.0,842.0,1402.0,596.0,491.0,575.0,112.0,27.0,806.0,751.0,492.0,355.0,23.0,160.0,333.0,676.0,804.0,16891.0,605.0,9793.0,2567.0,344.0,890.0,451.0,1376.0,170.0,2525.0,369.0,296.0,604.0,11011.0,668.0,501.0,4760.0,2.36,0.0
22916,723.0,17988.0,2961.0,660.0,229.0,1335.0,685.0,414.0,485.0,396.0,390.0,453.0,85.0,744.0,149.0,374.0,453.0,50.0,919.0,736.0,802.0,13731.0,186.0,10750.0,1573.0,247.0,1620.0,1216.0,991.0,1017.0,1579.0,772.0,675.0,1638.0,8240.0,455.0,403.0,2355.0,3.33,0.0
22917,115.0,1416.0,649.0,227.0,442.0,928.0,443.0,159.0,440.0,204.0,495.0,485.0,314.0,739.0,652.0,394.0,86.0,215.0,671.0,214.0,390.0,395.0,327.0,1153.0,637.0,439.0,509.0,362.0,1045.0,530.0,807.0,346.0,237.0,256.0,1587.0,258.0,433.0,1030.0,7.27,1.0
22918,340.0,4108.0,228.0,2603.0,228.0,1017.0,2690.0,264.0,149.0,423.0,1022.0,540.0,402.0,750.0,383.0,728.0,556.0,278.0,1109.0,849.0,1055.0,11048.0,161.0,6716.0,1408.0,259.0,457.0,573.0,1534.0,728.0,1622.0,767.0,44.0,2617.0,8611.0,420.0,1250.0,502.0,4.36,1.0
22919,646.0,16660.0,3164.0,1452.0,580.0,781.0,1360.0,678.0,483.0,462.0,597.0,570.0,738.0,745.0,880.0,486.0,714.0,370.0,3169.0,528.0,900.0,11611.0,519.0,9816.0,1187.0,552.0,945.0,837.0,2544.0,1106.0,2215.0,547.0,450.0,1802.0,10953.0,490.0,513.0,2161.0,5.09,0.0
22920,104.0,5200.0,597.0,186.0,370.0,1310.0,482.0,499.0,321.0,411.0,296.0,266.0,183.0,743.0,355.0,384.0,299.0,441.0,757.0,236.0,482.0,4382.0,348.0,4540.0,872.0,477.0,259.0,504.0,980.0,152.0,700.0,331.0,351.0,124.0,1685.0,180.0,135.0,1541.0,4.94,1.0
22921,542.0,20269.0,3771.0,649.0,719.0,1532.0,2048.0,409.0,243.0,749.0,466.0,432.0,783.0,744.0,884.0,391.0,759.0,635.0,1910.0,838.0,541.0,8930.0,336.0,15928.0,1842.0,385.0,1471.0,439.0,1934.0,1316.0,4253.0,500.0,62.0,1528.0,14034.0,232.0,532.0,1373.0,1.8,0.0
22922,411.0,19270.0,1778.0,488.0,514.0,895.0,639.0,338.0,139.0,309.0,368.0,316.0,501.0,743.0,259.0,126.0,36.0,464.0,215.0,709.0,228.0,14267.0,234.0,11564.0,2019.0,296.0,817.0,395.0,944.0,408.0,317.0,558.0,277.0,514.0,12191.0,662.0,366.0,2226.0,5.28,0.0
22923,467.0,18993.0,291.0,814.0,53.0,2423.0,737.0,712.0,84.0,538.0,686.0,181.0,447.0,743.0,72.0,648.0,407.0,424.0,719.0,260.0,1070.0,19935.0,699.0,10298.0,323.0,372.0,732.0,648.0,482.0,479.0,1199.0,283.0,436.0,635.0,13268.0,678.0,561.0,1601.0,0.55,0.0
22924,191.0,5425.0,1412.0,1171.0,658.0,1037.0,728.0,335.0,266.0,698.0,388.0,378.0,264.0,743.0,474.0,112.0,95.0,81.0,386.0,228.0,443.0,5778.0,99.0,6760.0,1946.0,376.0,499.0,389.0,1255.0,211.0,2091.0,487.0,291.0,549.0,5835.0,197.0,143.0,1252.0,4.06,1.0
22925,3352.0,7681.0,6745.0,2500.0,3380.0,1012.0,5729.0,1488.0,2609.0,978.0,1921.0,1332.0,841.0,749.0,4741.0,2077.0,2054.0,2417.0,7828.0,1443.0,4444.0,1435.0,1566.0,7566.0,2281.0,975.0,3838.0,2353.0,5216.0,1024.0,7468.0,475.0,2381.0,6728.0,19004.0,819.0,1994.0,9976.0,5.94,1.0
22926,417.0,4765.0,1139.0,325.0,411.0,1625.0,1482.0,593.0,542.0,617.0,636.0,185.0,415.0,743.0,848.0,408.0,497.0,552.0,1133.0,1060.0,455.0,617.0,254.0,6147.0,787.0,420.0,729.0,100.0,1019.0,1063.0,1152.0,407.0,189.0,275.0,1145.0,760.0,949.0,339.0,6.5,1.0
22927,505.0,9190.0,507.0,699.0,302.0,1142.0,710.0,421.0,531.0,114.0,215.0,239.0,271.0,746.0,400.0,201.0,269.0,155.0,515.0,316.0,787.0,4591.0,261.0,9587.0,629.0,499.0,144.0,184.0,706.0,342.0,900.0,271.0,216.0,696.0,2447.0,438.0,152.0,704.0,5.36,1.0
22928,661.0,3856.0,1331.0,1516.0,303.0,1251.0,4356.0,186.0,222.0,385.0,260.0,292.0,335.0,749.0,737.0,604.0,485.0,407.0,2301.0,165.0,991.0,3593.0,458.0,4685.0,1171.0,707.0,957.0,513.0,2530.0,1816.0,1738.0,490.0,146.0,1072.0,2676.0,464.0,608.0,1940.0,1.8,1.0
22929,353.0,15360.0,789.0,510.0,428.0,1455.0,811.0,522.0,261.0,474.0,597.0,268.0,455.0,744.0,832.0,394.0,189.0,366.0,1424.0,622.0,783.0,16549.0,304.0,14424.0,728.0,570.0,1693.0,510.0,862.0,687.0,1047.0,433.0,177.0,1346.0,10561.0,508.0,678.0,2804.0,4.01,0.0
22930,559.0,8020.0,1689.0,666.0,749.0,1152.0,1056.0,422.0,307.0,393.0,164.0,103.0,490.0,751.0,1456.0,93.0,506.0,361.0,2760.0,434.0,1724.0,13837.0,253.0,13065.0,1003.0,578.0,122.0,949.0,1578.0,788.0,3381.0,797.0,95.0,323.0,10083.0,433.0,223.0,6519.0,0.78,1.0
22931,138.0,2395.0,1207.0,742.0,447.0,735.0,1203.0,394.0,101.0,179.0,106.0,282.0,430.0,743.0,740.0,304.0,156.0,153.0,2226.0,321.0,1154.0,713.0,573.0,1764.0,1905.0,649.0,378.0,558.0,3008.0,936.0,2980.0,723.0,234.0,141.0,8966.0,150.0,159.0,2387.0,4.18,0.0
22932,2334.0,1801.0,3627.0,952.0,299.0,1079.0,7800.0,825.0,1286.0,1572.0,2119.0,2426.0,1057.0,742.0,2571.0,1778.0,1498.0,1419.0,819.0,1899.0,1233.0,1617.0,555.0,1893.0,3962.0,1685.0,574.0,2090.0,6128.0,1985.0,768.0,594.0,53.0,2764.0,13118.0,717.0,1800.0,2905.0,8.27,1.0
22933,151.0,2441.0,826.0,478.0,192.0,1330.0,168.0,172.0,290.0,236.0,192.0,179.0,112.0,739.0,322.0,288.0,482.0,256.0,507.0,206.0,459.0,2879.0,255.0,1948.0,810.0,399.0,213.0,262.0,388.0,324.0,1074.0,250.0,246.0,183.0,1690.0,185.0,345.0,752.0,4.99,1.0
22934,1255.0,16683.0,4436.0,895.0,2037.0,2363.0,1626.0,426.0,268.0,1771.0,1181.0,484.0,1036.0,747.0,728.0,1570.0,879.0,1550.0,2128.0,905.0,697.0,15477.0,737.0,9944.0,5236.0,1070.0,958.0,2286.0,2109.0,1000.0,4000.0,1912.0,1105.0,713.0,13422.0,728.0,977.0,2404.0,1.03,0.0
22935,475.0,3397.0,1120.0,527.0,232.0,837.0,812.0,306.0,103.0,224.0,275.0,259.0,315.0,747.0,614.0,482.0,486.0,513.0,601.0,140.0,425.0,5933.0,278.0,3130.0,939.0,438.0,264.0,408.0,397.0,418.0,151.0,190.0,263.0,356.0,11690.0,398.0,286.0,728.0,1.82,0.0
22936,311.0,4463.0,263.0,575.0,564.0,1136.0,767.0,497.0,281.0,299.0,256.0,472.0,274.0,738.0,434.0,162.0,289.0,410.0,770.0,508.0,356.0,2246.0,273.0,3055.0,514.0,349.0,734.0,525.0,960.0,532.0,734.0,447.0,315.0,466.0,3816.0,383.0,388.0,903.0,5.8,1.0
22937,473.0,17954.0,776.0,807.0,749.0,1189.0,541.0,716.0,538.0,511.0,740.0,588.0,496.0,748.0,1031.0,706.0,414.0,372.0,1458.0,348.0,1266.0,9974.0,612.0,14410.0,706.0,555.0,529.0,833.0,1104.0,740.0,481.0,777.0,532.0,1139.0,5386.0,563.0,294.0,1413.0,6.28,0.0
22938,337.0,7967.0,2097.0,920.0,1004.0,1134.0,2252.0,877.0,771.0,732.0,369.0,557.0,351.0,745.0,416.0,456.0,296.0,464.0,3718.0,857.0,1147.0,13569.0,666.0,10588.0,1673.0,586.0,758.0,384.0,1319.0,340.0,2362.0,1115.0,636.0,293.0,9033.0,679.0,891.0,988.0,5.43,1.0
22939,173.0,5147.0,471.0,285.0,270.0,1031.0,2015.0,107.0,298.0,271.0,164.0,179.0,97.0,743.0,98.0,147.0,262.0,256.0,1064.0,182.0,256.0,6340.0,236.0,3795.0,1573.0,253.0,710.0,215.0,1847.0,683.0,1692.0,328.0,189.0,543.0,2471.0,308.0,255.0,1491.0,3.51,1.0
22940,685.0,3724.0,1502.0,1229.0,873.0,896.0,2773.0,461.0,779.0,702.0,430.0,760.0,902.0,747.0,351.0,802.0,674.0,504.0,1542.0,808.0,1185.0,8783.0,810.0,2465.0,3266.0,928.0,1334.0,999.0,1434.0,903.0,2590.0,575.0,699.0,1756.0,9392.0,512.0,1027.0,2280.0,1.74,1.0
22941,173.0,17241.0,2051.0,2118.0,284.0,653.0,1547.0,198.0,212.0,189.0,351.0,284.0,292.0,749.0,967.0,260.0,267.0,188.0,2176.0,390.0,1698.0,3446.0,245.0,14645.0,1462.0,449.0,1096.0,913.0,1361.0,556.0,2867.0,209.0,224.0,1696.0,8419.0,186.0,354.0,1028.0,2.78,0.0
22942,107.0,15711.0,1277.0,39.0,315.0,1005.0,1353.0,247.0,209.0,301.0,192.0,159.0,100.0,744.0,434.0,509.0,337.0,487.0,644.0,328.0,435.0,14771.0,119.0,17153.0,1594.0,94.0,143.0,412.0,724.0,137.0,859.0,420.0,196.0,129.0,10563.0,200.0,208.0,697.0,1.99,0.0
22943,1337.0,11407.0,4128.0,2969.0,1882.0,950.0,2903.0,950.0,671.0,887.0,1738.0,1450.0,1425.0,745.0,2035.0,692.0,1049.0,673.0,3497.0,232.0,731.0,5849.0,791.0,8968.0,9063.0,1945.0,2510.0,1293.0,3879.0,1935.0,11167.0,1299.0,433.0,2120.0,13447.0,970.0,533.0,8947.0,5.89,1.0
22944,531.0,16900.0,234.0,590.0,343.0,1054.0,1088.0,481.0,213.0,219.0,346.0,487.0,346.0,745.0,862.0,358.0,334.0,368.0,845.0,508.0,717.0,14781.0,420.0,12045.0,1507.0,414.0,702.0,681.0,182.0,642.0,1440.0,579.0,288.0,694.0,6357.0,375.0,320.0,836.0,2.03,0.0
22945,378.0,12460.0,2114.0,1819.0,712.0,833.0,1154.0,855.0,235.0,916.0,1042.0,777.0,1497.0,748.0,1931.0,1084.0,1082.0,809.0,2272.0,1662.0,2368.0,13140.0,1569.0,12414.0,1580.0,223.0,1080.0,318.0,2030.0,2052.0,2263.0,964.0,1239.0,792.0,14085.0,742.0,231.0,2389.0,8.79,1.0
22946,718.0,2344.0,1495.0,453.0,392.0,1305.0,2526.0,550.0,340.0,463.0,113.0,143.0,499.0,746.0,128.0,432.0,319.0,421.0,1319.0,386.0,83.0,1782.0,508.0,1486.0,1428.0,350.0,323.0,457.0,590.0,510.0,2991.0,674.0,428.0,458.0,6135.0,470.0,446.0,5329.0,3.07,1.0
22947,454.0,20133.0,898.0,2115.0,333.0,1703.0,1201.0,508.0,504.0,375.0,425.0,701.0,341.0,745.0,1452.0,723.0,128.0,404.0,432.0,469.0,1909.0,15495.0,487.0,11120.0,1427.0,970.0,982.0,750.0,909.0,468.0,369.0,283.0,355.0,1118.0,11694.0,91.0,418.0,1765.0,3.38,0.0
22948,723.0,6684.0,1800.0,1632.0,752.0,1138.0,2849.0,543.0,676.0,630.0,256.0,666.0,1093.0,746.0,1018.0,377.0,734.0,653.0,1464.0,899.0,917.0,7214.0,508.0,5652.0,2076.0,1087.0,862.0,707.0,3103.0,1702.0,1734.0,322.0,716.0,1685.0,4519.0,736.0,622.0,1311.0,6.77,1.0
22949,878.0,14377.0,1730.0,1063.0,508.0,894.0,1613.0,353.0,476.0,479.0,487.0,525.0,757.0,749.0,805.0,691.0,279.0,493.0,1348.0,369.0,962.0,12784.0,444.0,9062.0,2611.0,219.0,649.0,588.0,1656.0,1049.0,1503.0,369.0,432.0,1036.0,12073.0,384.0,115.0,1896.0,3.01,1.0
22950,324.0,5253.0,2566.0,691.0,552.0,1191.0,1648.0,345.0,173.0,296.0,517.0,468.0,277.0,747.0,323.0,342.0,502.0,561.0,1824.0,62.0,181.0,8914.0,409.0,3796.0,2009.0,531.0,650.0,484.0,350.0,622.0,397.0,442.0,205.0,696.0,5129.0,294.0,240.0,2269.0,3.91,1.0
22951,1766.0,17933.0,9678.0,989.0,2158.0,2703.0,4119.0,605.0,407.0,2333.0,747.0,1146.0,2276.0,750.0,1751.0,477.0,1889.0,1068.0,1866.0,307.0,156.0,9801.0,141.0,18550.0,5199.0,1305.0,1892.0,1785.0,4766.0,1236.0,4633.0,2202.0,1900.0,777.0,14076.0,1874.0,1152.0,9419.0,1.78,0.0
22952,921.0,19143.0,4949.0,1231.0,413.0,811.0,1697.0,304.0,471.0,515.0,300.0,298.0,437.0,751.0,981.0,650.0,753.0,348.0,3243.0,436.0,1374.0,8684.0,412.0,14979.0,1029.0,263.0,303.0,771.0,1154.0,573.0,3126.0,704.0,238.0,869.0,10599.0,506.0,482.0,3244.0,4.95,0.0
22953,447.0,18960.0,2871.0,1800.0,1850.0,2183.0,778.0,225.0,547.0,1581.0,224.0,225.0,907.0,748.0,1379.0,1048.0,564.0,1066.0,5315.0,1043.0,955.0,15568.0,731.0,15595.0,7109.0,2685.0,1983.0,915.0,4640.0,1756.0,4696.0,270.0,484.0,786.0,12591.0,273.0,1141.0,10138.0,2.05,0.0
22954,1242.0,4776.0,3181.0,1834.0,620.0,790.0,6149.0,442.0,727.0,408.0,413.0,743.0,648.0,737.0,1901.0,312.0,1621.0,521.0,3340.0,629.0,2442.0,2284.0,136.0,4577.0,5681.0,1032.0,1989.0,704.0,7364.0,1269.0,6203.0,675.0,622.0,339.0,11956.0,131.0,1495.0,1942.0,4.62,1.0
22955,310.0,16638.0,2932.0,1008.0,674.0,1084.0,3277.0,193.0,193.0,145.0,215.0,62.0,429.0,750.0,744.0,240.0,114.0,227.0,2882.0,279.0,487.0,12748.0,301.0,15040.0,4128.0,258.0,320.0,446.0,1606.0,35.0,8312.0,511.0,171.0,1491.0,14267.0,221.0,237.0,6101.0,6.47,0.0
22956,306.0,19424.0,641.0,765.0,431.0,2857.0,970.0,144.0,515.0,228.0,175.0,182.0,232.0,748.0,186.0,207.0,764.0,221.0,1282.0,200.0,561.0,18523.0,241.0,16102.0,989.0,429.0,585.0,486.0,909.0,429.0,995.0,229.0,817.0,363.0,10916.0,233.0,179.0,193.0,0.23,0.0
22957,592.0,1825.0,1485.0,1928.0,325.0,1421.0,1333.0,228.0,487.0,267.0,102.0,204.0,314.0,750.0,104.0,283.0,107.0,362.0,1671.0,1024.0,744.0,10357.0,227.0,3219.0,1337.0,1274.0,794.0,401.0,1635.0,700.0,1947.0,627.0,143.0,2211.0,12068.0,217.0,843.0,1662.0,2.5,0.0
